Text,Date,Time,Draft,Facebook,Twitter/X,LinkedIn,GBP,Instagram,Pinterest,TikTok,Youtube,Threads,Bluesky,Picture Url 1,Picture Url 2,Picture Url 3,Picture Url 4,Picture Url 5,Picture Url 6,Picture Url 7,Picture Url 8,Picture Url 9,Picture Url 10,Alt text picture 1,Alt text picture 2,Alt text picture 3,Alt text picture 4,Alt text picture 5,Alt text picture 6,Alt text picture 7,Alt text picture 8,Alt text picture 9,Alt text picture 10,Document title,Shortener,Video Thumbnail Url,Video Cover Frame,Twitter/X Can reply,Twitter/X Type,Twitter/X Poll Duration minutes,Twitter/X Poll Option 1,Twitter/X Poll Option 2,Twitter/X Poll Option 3,Twitter/X Poll Option 4,Pinterest Board,Pinterest Pin Title,Pinterest Pin Link,Pinterest Pin New Format,Instagram Post Type,Instagram Show Reel On Feed,Youtube Video Title,Youtube Video Type,Youtube Video Privacy,Youtube video for kids,Youtube Video Category,Youtube Video Tags,Youtube playlist,GBP Post Type,Facebook Post Type,Facebook Title,First Comment Text,TikTok Title,TikTok disable comments,TikTok disable duet,TikTok disable stitch,TikTok Post Privacy,TikTok Branded Content,TikTok Your Brand,TikTok Auto Add Music,TikTok Photo Cover Index,TikTok musicId,TikTok music title,TikTok music author,TikTok music previewUrl,TikTok music thumbnailUrl,TikTok music soundVolume,TikTok music originalVolume,TikTok music startMillis,TikTok music endMillis,TikTok is AI generated content,LinkedIn Type,LinkedIn Poll Question,LinkedIn Poll Option 1,LinkedIn Poll Option 2,LinkedIn Poll Option 3,LinkedIn Poll Option 4,LinkedIn Poll Duration,LinkedIn Show link preview,LinkedIn Images as Carousel,Threads Reply Control,Threads Is Spoiler,Threads Post Type
"olha hoje. Houve um momento hoje em que algo me pediu mais do que eu queria dar. Repara nele, antes que se esqueça.

#fyp #foryou #fypシ #olhardentro #autoconhecimento #presenca #viviannedossantos #seteveus #fechodoDia #pt","2026-05-18","19:00",false,false,false,false,false,false,false,true,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/hoje-em-mim-renders/mon/2026-05-18-mon-hem-0001.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"","",,"","",,"","","","","","","","Houve um momento hoje em que algo me pediu mais do que eu queria dar. Repara nel",false,false,false,PUBLIC_TO_EVERYONE,,,,0,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"amanhã, escolho. Amanhã, escolho começar devagar. A pressa não me serve.

#fyp #foryou #fypシ #intencao #amanha #manifestar #viviannedossantos #seteveus #fechodoDia #pt","2026-05-17","19:00",false,false,false,false,false,false,false,true,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/hoje-em-mim-renders/sun/2026-05-17-sun-hem-0043.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"","",,"","",,"","","","","","","","Amanhã, escolho começar devagar. A pressa não me serve.",false,false,false,PUBLIC_TO_EVERYONE,,,,0,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"olha hoje

Houve um momento hoje em que algo me pediu mais do que eu queria dar. Repara nele, antes que se esqueça.

Vivianne dos Santos
seteveus.space

.
.
.

#olhardentro #autoconhecimento #presenca #viviannedossantos #seteveus #escoladosveus #fechodoDia #introspeccao #noite #contemplativo #evolução #pt #portugal","2026-05-18","19:00",false,false,false,false,false,true,false,false,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/hoje-em-mim-renders/mon/2026-05-18-mon-hem-0001.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"REEL",true,,"","",,"","","","","","","","",false,false,false,"",,,,,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"hoje agradeço

Pelo gesto mínimo que segurou o meu dia, agradeço com a mão no peito.

Vivianne dos Santos
seteveus.space

.
.
.

#gratidao #gratitude #agradecer #viviannedossantos #seteveus #escoladosveus #fechodoDia #introspeccao #noite #contemplativo #evolução #pt #portugal","2026-05-19","19:00",false,false,false,false,false,true,false,false,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/hoje-em-mim-renders/tue/2026-05-19-tue-hem-0008.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"REEL",true,,"","",,"","","","","","","","",false,false,false,"",,,,,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"solto hoje

Uma frase que me magoou hoje, devolvo ao vento. Não é minha para guardar.

Vivianne dos Santos
seteveus.space

.
.
.

#soltar #liberta #deixaire #viviannedossantos #seteveus #escoladosveus #fechodoDia #introspeccao #noite #contemplativo #evolução #pt #portugal","2026-05-20","19:00",false,false,false,false,false,true,false,false,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/hoje-em-mim-renders/wed/2026-05-20-wed-hem-0015.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"REEL",true,,"","",,"","","","","","","","",false,false,false,"",,,,,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"hoje aprendi

Hoje aprendi que dizer 'não consigo agora' também é um gesto de amor.

Vivianne dos Santos
seteveus.space

.
.
.

#aprendizagem #aprendi #lesson #viviannedossantos #seteveus #escoladosveus #fechodoDia #introspeccao #noite #contemplativo #evolução #pt #portugal","2026-05-21","19:00",false,false,false,false,false,true,false,false,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/hoje-em-mim-renders/thu/2026-05-21-thu-hem-0022.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"REEL",true,,"","",,"","","","","","","","",false,false,false,"",,,,,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"hoje agradeço. Pelo gesto mínimo que segurou o meu dia, agradeço com a mão no peito.

#fyp #foryou #fypシ #gratidao #gratitude #agradecer #viviannedossantos #seteveus #fechodoDia #pt","2026-05-19","19:00",false,false,false,false,false,false,false,true,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/hoje-em-mim-renders/tue/2026-05-19-tue-hem-0008.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"","",,"","",,"","","","","","","","Pelo gesto mínimo que segurou o meu dia, agradeço com a mão no peito.",false,false,false,PUBLIC_TO_EVERYONE,,,,0,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"solto hoje. Uma frase que me magoou hoje, devolvo ao vento. Não é minha para guardar.

#fyp #foryou #fypシ #soltar #liberta #deixaire #viviannedossantos #seteveus #fechodoDia #pt","2026-05-20","19:00",false,false,false,false,false,false,false,true,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/hoje-em-mim-renders/wed/2026-05-20-wed-hem-0015.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"","",,"","",,"","","","","","","","Uma frase que me magoou hoje, devolvo ao vento. Não é minha para guardar.",false,false,false,PUBLIC_TO_EVERYONE,,,,0,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"celebro hoje

Celebro hoje o que comecei sem garantia. Foi corajoso.

Vivianne dos Santos
seteveus.space

.
.
.

#celebrar #celebracao #vitoriasinvisiveis #viviannedossantos #seteveus #escoladosveus #fechodoDia #introspeccao #noite #contemplativo #evolução #pt #portugal","2026-05-22","19:00",false,false,false,false,false,true,false,false,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/hoje-em-mim-renders/fri/2026-05-22-fri-hem-0029.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"REEL",true,,"","",,"","","","","","","","",false,false,false,"",,,,,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"hoje aprendi. Hoje aprendi que dizer 'não consigo agora' também é um gesto de amor.

#fyp #foryou #fypシ #aprendizagem #aprendi #lesson #viviannedossantos #seteveus #fechodoDia #pt","2026-05-21","19:00",false,false,false,false,false,false,false,true,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/hoje-em-mim-renders/thu/2026-05-21-thu-hem-0022.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"","",,"","",,"","","","","","","","Hoje aprendi que dizer 'não consigo agora' também é um gesto de amor.",false,false,false,PUBLIC_TO_EVERYONE,,,,0,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"hoje, no corpo

Hoje, no corpo, inspiro fundo três vezes e devolvo o dia ao chão.

Vivianne dos Santos
seteveus.space

.
.
.

#corpo #embodiment #respiracao #viviannedossantos #seteveus #escoladosveus #fechodoDia #introspeccao #noite #contemplativo #evolução #pt #portugal","2026-05-23","19:00",false,false,false,false,false,true,false,false,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/hoje-em-mim-renders/sat/2026-05-23-sat-hem-0037.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"REEL",true,,"","",,"","","","","","","","",false,false,false,"",,,,,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"celebro hoje. Celebro hoje o que comecei sem garantia. Foi corajoso.

#fyp #foryou #fypシ #celebrar #celebracao #vitoriasinvisiveis #viviannedossantos #seteveus #fechodoDia #pt","2026-05-22","19:00",false,false,false,false,false,false,false,true,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/hoje-em-mim-renders/fri/2026-05-22-fri-hem-0029.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"","",,"","",,"","","","","","","","Celebro hoje o que comecei sem garantia. Foi corajoso.",false,false,false,PUBLIC_TO_EVERYONE,,,,0,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"hoje, no corpo. Hoje, no corpo, inspiro fundo três vezes e devolvo o dia ao chão.

#fyp #foryou #fypシ #corpo #embodiment #respiracao #viviannedossantos #seteveus #fechodoDia #pt","2026-05-23","19:00",false,false,false,false,false,false,false,true,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/hoje-em-mim-renders/sat/2026-05-23-sat-hem-0037.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"","",,"","",,"","","","","","","","Hoje, no corpo, inspiro fundo três vezes e devolvo o dia ao chão.",false,false,false,PUBLIC_TO_EVERYONE,,,,0,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"Sabias que...

A borboleta não se lembra de ter sido lagarta. Tu também. Confia na tua transformação.

Vivianne dos Santos · seteveus.space

.
.
.

#suavidade #descanso #equilibrio #viviannedossantos #seteveus #escoladosveus #manhãs #despertar #consciencia #espiritualidade","2026-05-17","10:00",false,false,false,false,false,true,false,true,false,false,false,"https://static.metricool.com/video/4787695/202605/d4dc929a73c3443a.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"REEL",true,,"","",,"","","","","","","","",false,false,false,PUBLIC_TO_EVERYONE,,,,0,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"Há uma voz que não grita.
Sempre esteve aqui.

Vivianne dos Santos
seteveus.space
→ LUMINA · espelho gratuito
app.seteecos.com/lumina

.
.
.

#escuta #viviannedossantos #seteveus #escoladosveus #carrossel #espiritualidade #despertar #consciencia #moçambique #maputo","2026-05-18","13:00",true,false,false,false,false,true,false,false,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/carrossel-veus/a-essencia-debaixo-1779109020723/videos/dia-1.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"REEL",true,,"","",,"","","","","","","","",false,false,false,"",,,,,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"Há algo em ti que nunca concordou.
Chama-se verdade.

#fyp #foryou #verdade #viviannedossantos #seteveus #escoladosveus #carrossel","2026-05-21","13:00",false,false,false,false,false,false,false,true,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/carrossel-veus/a-essencia-debaixo-1779109020723/videos/dia-4.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"","",,"","",,"","","","","","","","Há algo em ti que nunca concordou. Chama-se verdade.",false,false,false,PUBLIC_TO_EVERYONE,,,,0,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"Há uma voz que não grita.
Sempre esteve aqui.

#fyp #foryou #escuta #viviannedossantos #seteveus #escoladosveus #carrossel","2026-05-18","13:00",true,false,false,false,false,false,false,true,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/carrossel-veus/a-essencia-debaixo-1779109020723/videos/dia-1.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"","",,"","",,"","","","","","","","Há uma voz que não grita. Sempre esteve aqui.",false,false,false,PUBLIC_TO_EVERYONE,,,,0,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"Conhecer-te não é suficiente.
Tens de respeitar o que encontras.

#fyp #foryou #respeito #viviannedossantos #seteveus #escoladosveus #carrossel","2026-05-22","13:00",false,false,false,false,false,false,false,true,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/carrossel-veus/a-essencia-debaixo-1779109020723/videos/dia-5.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"","",,"","",,"","","","","","","","Conhecer-te não é suficiente. Tens de respeitar o que encontras.",false,false,false,PUBLIC_TO_EVERYONE,,,,0,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"Nem tudo o que é alto é verdadeiro.
Nem tudo o que é subtil é fraqueza.

#fyp #foryou #clareza #viviannedossantos #seteveus #escoladosveus #carrossel","2026-05-23","13:00",false,false,false,false,false,false,false,true,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/carrossel-veus/a-essencia-debaixo-1779109020723/videos/dia-6.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"","",,"","",,"","","","","","","","Nem tudo o que é alto é verdadeiro. Nem tudo o que é subtil é fraqueza.",false,false,false,PUBLIC_TO_EVERYONE,,,,0,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"Retira o cargo. O título. O papel.
O que fica és tu.

Vivianne dos Santos
seteveus.space
→ Os 7 Véus do Despertar
seteveus.space/livro-fisico

.
.
.

#essencia #viviannedossantos #seteveus #escoladosveus #carrossel #espiritualidade #despertar #consciencia #moçambique #maputo","2026-05-19","13:00",false,false,false,false,false,true,false,false,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/carrossel-veus/a-essencia-debaixo-1779109020723/videos/dia-2.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"REEL",true,,"","",,"","","","","","","","",false,false,false,"",,,,,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"Quando tiras tudo o que assumiste,
ainda há alguém aqui.

#fyp #foryou #inteireza #viviannedossantos #seteveus #escoladosveus #carrossel","2026-05-20","13:00",false,false,false,false,false,false,false,true,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/carrossel-veus/a-essencia-debaixo-1779109020723/videos/dia-3.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"","",,"","",,"","","","","","","","Quando tiras tudo o que assumiste, ainda há alguém aqui.",false,false,false,PUBLIC_TO_EVERYONE,,,,0,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
"Conhecer-te não é suficiente.
Tens de respeitar o que encontras.

Vivianne dos Santos
seteveus.space
→ LUMINA · espelho gratuito
app.seteecos.com/lumina

.
.
.

#respeito #viviannedossantos #seteveus #escoladosveus #carrossel #espiritualidade #despertar #consciencia #moçambique #maputo","2026-05-22","13:00",false,false,false,false,false,true,false,false,false,false,false,"https://tdytdamtfillqyklgrmb.supabase.co/storage/v1/object/public/course-assets/carrossel-veus/a-essencia-debaixo-1779109020723/videos/dia-5.mp4","","","","","","","","","",,"","","","","","","","","","",false,"","","","POST","","","","","",,,,,"REEL",true,,"","",,"","","","","","","","",false,false,false,"",,,,,,,,,,,,,,false,"POST","","","","","","",,,"",false,""
